date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:42:27	47726/47726	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2002%20May%202024%2019:28:33%20GMT	https://s3.glbimg.com/v1/AUTH_89c6d9f49eec4e768bc6ccddcb31a34b/lgpd-lib/lgpd-lib.min.js	D:/hgj/s3.glbimg.com/v1/AUTH_89c6d9f49eec4e768bc6ccddcb31a34b/lgpd-lib/lgpd-lib.min.js	(from https://g1.globo.com/sp/sao-paulo/noticia/2023/07/04/ze-celso-e-internado-apos-incendio-atingir-apartamento-onde-mora-em-sp.ghtml)
04:42:27	442/442	---M--	200	added ('OK')	text/css	etag:41e05d6eb74592e241d66daad269c097	https://s3.glbimg.com/v1/AUTH_b922f1376f6c452e9bb337cc7d996a6e/codex/foundation/typefaces/version/6408cb8fc43ff49841e181db/globotipo-variable.css	D:/hgj/s3.glbimg.com/v1/AUTH_b922f1376f6c452e9bb337cc7d996a6e/codex/foundation/typefaces/version/6408cb8fc43ff49841e181db/globotipo-variable.css	(from https://g1.globo.com/sp/sao-paulo/noticia/2023/07/04/ze-celso-e-internado-apos-incendio-atingir-apartamento-onde-mora-em-sp.ghtml)
04:42:28	93636/93636	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2009%20Oct%202018%2019:06:54%20GMT	https://s3.glbimg.com/cdn/libs/jquery/1.8.3/jquery.min.js	D:/hgj/s3.glbimg.com/cdn/libs/jquery/1.8.3/jquery.min.js	(from https://g1.globo.com/sp/sao-paulo/noticia/2023/07/04/ze-celso-e-internado-apos-incendio-atingir-apartamento-onde-mora-em-sp.ghtml)
04:42:28	11769/11769	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2019%20Sep%202023%2012:29:45%20GMT	https://s3.glbimg.com/v1/AUTH_ba8e460c944543468c3c80cb9675751f/integracoes/chartbeat/v1.0.0/chartbeat.min.js	D:/hgj/s3.glbimg.com/v1/AUTH_ba8e460c944543468c3c80cb9675751f/integracoes/chartbeat/v1.0.0/chartbeat.min.js	(from https://g1.globo.com/sp/sao-paulo/noticia/2023/07/04/ze-celso-e-internado-apos-incendio-atingir-apartamento-onde-mora-em-sp.ghtml)
04:42:28	4167/4167	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22614e1386-1047%22	https://g1.globo.com/sp/sao-paulo/noticia/2023/07/04/;path=/	D:/hgj/g1.globo.com/sp/sao-paulo/noticia/2023/07/04/;path=/index.html	(from https://g1.globo.com/sp/sao-paulo/noticia/2023/07/04/ze-celso-e-internado-apos-incendio-atingir-apartamento-onde-mora-em-sp.ghtml)
04:42:32	364730/364730	---M-Z	200	added ('OK')	text/javascript	etag:7e2d9bca7fbe08533ade691be794753c	https://s3.glbimg.com/v1/AUTH_b002e0039b9f46a5a4a94ff667d31e2d/assets/dist/cfdc19dfbfed996b51e054257d56a05c.js	D:/hgj/s3.glbimg.com/v1/AUTH_b002e0039b9f46a5a4a94ff667d31e2d/assets/dist/cfdc19dfbfed996b51e054257d56a05c.js	(from https://g1.globo.com/sp/sao-paulo/noticia/2023/07/04/ze-celso-e-internado-apos-incendio-atingir-apartamento-onde-mora-em-sp.ghtml)
04:42:32	249/249	---M--	200	added ('OK')	image/svg+xml	etag:352aebdb04c67efa43a8b3abae88eb89	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-lib-media/playlist_icon.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-lib-media/playlist_icon.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:32	740/740	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2020:59:57%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-lib-media/video_icon.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-lib-media/video_icon.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:32	378/378	---M--	200	added ('OK')	image/svg+xml	etag:7964cdcec8d0e1aa82a7b90d837fc61c	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-lib-media/image-gallery_icon.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-lib-media/image-gallery_icon.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:33	5606/5606	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:00:02%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-economia/valor.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-economia/valor.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:33	4580/4580	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:00:08%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-economia-cotacao/valorLogo.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-economia-cotacao/valorLogo.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:33	24739/24739	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:02:23%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/climatempo-logo.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/climatempo-logo.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:33	621/621	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:00:14%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon1.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon1.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:34	552/552	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:00:34%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon1n.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon1n.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:34	876/876	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:00:39%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon2.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon2.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:34	945/945	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:00:45%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon2n.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon2n.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:35	1130/1130	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:00:50%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon2r.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon2r.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:35	1190/1190	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:00:55%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon2rn.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon2rn.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:35	894/894	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:01:00%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon3.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon3.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:35	894/894	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:01:05%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon3n.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon3n.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:36	1042/1042	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:01:11%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon4.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon4.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:36	1098/1098	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:01:16%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon4n.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon4n.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:36	1286/1286	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:01:21%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon4r.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon4r.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:37	1342/1342	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:01:26%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon4rn.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon4rn.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:37	2014/2014	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:01:31%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon4t.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon4t.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:37	1545/1545	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:01:36%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon4tn.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon4tn.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:37	815/815	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:01:41%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon5.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon5.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:38	815/815	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:01:46%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon5n.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon5n.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:38	1249/1249	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:01:51%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon6.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon6.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:38	1249/1249	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:01:57%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon6n.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon6n.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:38	1099/1099	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:02:02%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon7.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon7.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:39	1072/1072	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:02:07%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon7n.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon7n.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:39	1072/1072	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:02:12%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon8.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon8.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:39	797/797	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:02:18%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon9.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon9.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:39	1059/1059	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:00:19%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon11.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon11.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:40	1155/1155	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:00:24%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon13.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon13.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
04:42:40	780/780	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jun%202024%2021:00:29%20GMT	https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon15.svg	D:/hgj/s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/img/post-previsao-do-tempo/Icon15.svg	(from https://s3.glbimg.com/v1/AUTH_c631e406debd4c4fac98a09d48dc17d1/bastian-post/prod/g1/f0b43eb7-fd5b-4362-8989-7347f721f24c/e8b06e29-93d6-49ab-956b-ff2c6d3a77ba.css)
